1.506017948e-04 2.894754964e-04 4.258840396e-04 5.650449800e-04 -7.045979994e-04 8.443820754e-04
3.012010809e-04 5.789381524e-04 8.517281763e-04 1.129998083e-03 -1.409018984e-03 1.688460545e-03
4.517953604e-04 8.683751490e-04 1.277492541e-03 1.694767488e-03 -2.113086032e-03 2.531931974e-03
6.023821460e-04 1.157773688e-03 1.703137303e-03 2.259261443e-03 -2.816622363e-03 3.374493202e-03
7.529589606e-04 1.447120994e-03 2.128622670e-03 2.823388278e-03 -3.519451374e-03 4.215841456e-03
9.035233375e-04 1.736404310e-03 2.553908893e-03 3.387056421e-03 -4.221396690e-03 5.055674453e-03
1.054072820e-03 2.025610904e-03 2.978956270e-03 3.950174410e-03 -4.922282198e-03 5.893690508e-03
1.204604960e-03 2.314728063e-03 3.403725148e-03 4.512650909e-03 -5.621932099e-03 6.729588642e-03
1.355117320e-03 2.603743097e-03 3.828175924e-03 5.074394720e-03 -6.320170946e-03 7.563068689e-03
1.505607471e-03 2.892643336e-03 4.252269052e-03 5.635314795e-03 -7.016823686e-03 8.393831401e-03
1.656072994e-03 3.181416134e-03 4.675965043e-03 6.195320256e-03 -7.711715705e-03 9.221578552e-03
1.806511478e-03 3.470048864e-03 5.099224469e-03 6.754320401e-03 -8.404672872e-03 1.004601305e-02
1.956920521e-03 3.758528923e-03 5.522007965e-03 7.312224724e-03 -9.095521576e-03 1.086683903e-02
2.107297730e-03 4.046843731e-03 5.944276235e-03 7.868942927e-03 -9.784088774e-03 1.168376199e-02
2.257640719e-03 4.334980728e-03 6.365990051e-03 8.424384933e-03 -1.047020203e-02 1.249648883e-02
2.407947111e-03 4.622927377e-03 6.787110260e-03 8.978460898e-03 -1.115368956e-02 1.330472804e-02
2.558214538e-03 4.910671165e-03 7.207597785e-03 9.531081230e-03 -1.183438027e-02 1.410818975e-02
2.708440639e-03 5.198199600e-03 7.627413626e-03 1.008215660e-02 -1.251210381e-02 1.490658582e-02
2.858623059e-03 5.485500215e-03 8.046518868e-03 1.063159795e-02 -1.318669058e-02 1.569963001e-02
3.008759454e-03 5.772560564e-03 8.464874681e-03 1.117931652e-02 -1.385797183e-02 1.648703799e-02
3.158847485e-03 6.059368226e-03 8.882442322e-03 1.172522384e-02 -1.452577965e-02 1.726852753e-02
3.308884822e-03 6.345910803e-03 9.299183142e-03 1.226923179e-02 -1.518994703e-02 1.804381854e-02
3.458869140e-03 6.632175922e-03 9.715058586e-03 1.281125253e-02 -1.585030791e-02 1.881263318e-02
3.608798125e-03 6.918151232e-03 1.013003020e-02 1.335119861e-02 -1.650669719e-02 1.957469599e-02
3.758669466e-03 7.203824409e-03 1.054405961e-02 1.388898292e-02 -1.715895083e-02 2.032973393e-02
3.908480861e-03 7.489183151e-03 1.095710859e-02 1.442451872e-02 -1.780690582e-02 2.107747655e-02
4.058230014e-03 7.774215184e-03 1.136913898e-02 1.495771965e-02 -1.845040025e-02 2.181765602e-02
4.207914638e-03 8.058908256e-03 1.178011276e-02 1.548849977e-02 -1.908927339e-02 2.255000726e-02
4.357532449e-03 8.343250144e-03 1.218999199e-02 1.601677353e-02 -1.972336564e-02 2.327426803e-02
4.507081174e-03 8.627228648e-03 1.259873888e-02 1.654245581e-02 -2.035251866e-02 2.399017901e-02
4.656558542e-03 8.910831595e-03 1.300631574e-02 1.706546194e-02 -2.097657536e-02 2.469748392e-02
4.805962292e-03 9.194046840e-03 1.341268502e-02 1.758570768e-02 -2.159537994e-02 2.539592957e-02
4.955290168e-03 9.476862264e-03 1.381780927e-02 1.810310928e-02 -2.220877793e-02 2.608526598e-02
5.104539920e-03 9.759265773e-03 1.422165121e-02 1.861758346e-02 -2.281661626e-02 2.676524647e-02
5.253709305e-03 1.004124530e-02 1.462417365e-02 1.912904740e-02 -2.341874325e-02 2.743562772e-02
5.402796087e-03 1.032278882e-02 1.502533956e-02 1.963741884e-02 -2.401500867e-02 2.809616988e-02
5.551798035e-03 1.060388431e-02 1.542511204e-02 2.014261598e-02 -2.460526380e-02 2.874663667e-02
5.700712924e-03 1.088451980e-02 1.582345434e-02 2.064455760e-02 -2.518936141e-02 2.938679541e-02
5.849538536e-03 1.116468333e-02 1.622032986e-02 2.114316298e-02 -2.576715586e-02 3.001641717e-02
5.998272659e-03 1.144436299e-02 1.661570212e-02 2.163835197e-02 -2.633850308e-02 3.063527679e-02
6.146913088e-03 1.172354688e-02 1.700953483e-02 2.213004501e-02 -2.690326063e-02 3.124315299e-02
6.295457621e-03 1.200222314e-02 1.740179182e-02 2.261816307e-02 -2.746128777e-02 3.183982847e-02
6.443904066e-03 1.228037993e-02 1.779243710e-02 2.310262777e-02 -2.801244542e-02 3.242508993e-02
6.592250234e-03 1.255800547e-02 1.818143484e-02 2.358336129e-02 -2.855659626e-02 3.299872820e-02
6.740493944e-03 1.283508798e-02 1.856874937e-02 2.406028645e-02 -2.909360472e-02 3.356053829e-02
6.888633020e-03 1.311161572e-02 1.895434518e-02 2.453332668e-02 -2.962333705e-02 3.411031946e-02
7.036665292e-03 1.338757698e-02 1.933818693e-02 2.500240608e-02 -3.014566132e-02 3.464787529e-02
7.184588596e-03 1.366296010e-02 1.972023948e-02 2.546744937e-02 -3.066044748e-02 3.517301377e-02
7.332400775e-03 1.393775344e-02 2.010046782e-02 2.592838196e-02 -3.116756736e-02 3.568554735e-02
7.480099677e-03 1.421194538e-02 2.047883717e-02 2.638512991e-02 -3.166689473e-02 3.618529301e-02
7.627683156e-03 1.448552436e-02 2.085531290e-02 2.683762001e-02 -3.215830534e-02 3.667207231e-02
7.775149072e-03 1.475847884e-02 2.122986058e-02 2.728577970e-02 -3.264167691e-02 3.714571150e-02
7.922495292e-03 1.503079731e-02 2.160244595e-02 2.772953717e-02 -3.311688919e-02 3.760604152e-02
8.069719688e-03 1.530246831e-02 2.197303496e-02 2.816882132e-02 -3.358382398e-02 3.805289811e-02
8.216820139e-03 1.557348040e-02 2.234159376e-02 2.860356176e-02 -3.404236516e-02 3.848612185e-02
8.363794529e-03 1.584382219e-02 2.270808868e-02 2.903368889e-02 -3.449239872e-02 3.890555819e-02
8.510640747e-03 1.611348231e-02 2.307248625e-02 2.945913383e-02 -3.493381280e-02 3.931105756e-02
8.657356692e-03 1.638244945e-02 2.343475323e-02 2.987982848e-02 -3.536649770e-02 3.970247536e-02
8.803940266e-03 1.665071231e-02 2.379485656e-02 3.029570552e-02 -3.579034589e-02 4.007967208e-02
8.950389377e-03 1.691825965e-02 2.415276339e-02 3.070669841e-02 -3.620525209e-02 4.044251330e-02
9.096701941e-03 1.718508025e-02 2.450844111e-02 3.111274140e-02 -3.661111325e-02 4.079086972e-02
9.242875879e-03 1.745116295e-02 2.486185729e-02 3.151376958e-02 -3.700782859e-02 4.112461728e-02
9.388909118e-03 1.771649661e-02 2.521297974e-02 3.190971884e-02 -3.739529963e-02 4.144363714e-02
9.534799593e-03 1.798107015e-02 2.556177650e-02 3.230052588e-02 -3.777343021e-02 4.174781573e-02
9.680545242e-03 1.824487250e-02 2.590821580e-02 3.268612827e-02 -3.814212650e-02 4.203704484e-02
9.826144012e-03 1.850789265e-02 2.625226613e-02 3.306646443e-02 -3.850129705e-02 4.231122157e-02
9.971593857e-03 1.877011963e-02 2.659389620e-02 3.344147360e-02 -3.885085279e-02 4.257024845e-02
1.011689273e-02 1.903154252e-02 2.693307494e-02 3.381109593e-02 -3.919070707e-02 4.281403343e-02
1.026203861e-02 1.929215042e-02 2.726977153e-02 3.417527244e-02 -3.952077566e-02 4.304248993e-02
1.040702946e-02 1.955193249e-02 2.760395538e-02 3.453394501e-02 -3.984097679e-02 4.325553685e-02
1.055186325e-02 1.981087793e-02 2.793559615e-02 3.488705645e-02 -4.015123115e-02 4.345309862e-02
1.069653798e-02 2.006897597e-02 2.826466374e-02 3.523455046e-02 -4.045146195e-02 4.363510522e-02
1.084105163e-02 2.032621589e-02 2.859112830e-02 3.557637165e-02 -4.074159487e-02 4.380149220e-02
1.098540221e-02 2.058258704e-02 2.891496021e-02 3.591246556e-02 -4.102155815e-02 4.395220071e-02
1.112958771e-02 2.083807877e-02 2.923613012e-02 3.624277866e-02 -4.129128256e-02 4.408717749e-02
1.127360616e-02 2.109268050e-02 2.955460893e-02 3.656725836e-02 -4.155070144e-02 4.420637495e-02
1.141745556e-02 2.134638171e-02 2.987036780e-02 3.688585302e-02 -4.179975071e-02 4.430975112e-02
1.156113394e-02 2.159917188e-02 3.018337814e-02 3.719851194e-02 -4.203836888e-02 4.439726973e-02
1.170463934e-02 2.185104059e-02 3.049361164e-02 3.750518542e-02 -4.226649708e-02 4.446890014e-02
1.184796979e-02 2.210197744e-02 3.080104023e-02 3.780582469e-02 -4.248407904e-02 4.452461744e-02
1.199112334e-02 2.235197206e-02 3.110563613e-02 3.810038200e-02 -4.269106115e-02 4.456440239e-02
1.213409804e-02 2.260101417e-02 3.140737182e-02 3.838881055e-02 -4.288739244e-02 4.458824147e-02
1.227689195e-02 2.284909349e-02 3.170622004e-02 3.867106456e-02 -4.307302462e-02 4.459612684e-02
1.241950314e-02 2.309619984e-02 3.200215383e-02 3.894709923e-02 -4.324791205e-02 4.458805639e-02
1.256192967e-02 2.334232304e-02 3.229514648e-02 3.921687081e-02 -4.341201179e-02 4.456403371e-02
1.270416965e-02 2.358745300e-02 3.258517159e-02 3.948033651e-02 -4.356528359e-02 4.452406810e-02
1.284622114e-02 2.383157965e-02 3.287220301e-02 3.973745460e-02 -4.370768991e-02 4.446817457e-02
1.298808224e-02 2.407469298e-02 3.315621489e-02 3.998818436e-02 -4.383919593e-02 4.439637381e-02
1.312975106e-02 2.431678304e-02 3.343718168e-02 4.023248613e-02 -4.395976954e-02 4.430869220e-02
1.327122571e-02 2.455783993e-02 3.371507808e-02 4.047032126e-02 -4.406938136e-02 4.420516181e-02
1.341250431e-02 2.479785378e-02 3.398987913e-02 4.070165217e-02 -4.416800476e-02 4.408582037e-02
1.355358498e-02 2.503681480e-02 3.426156012e-02 4.092644232e-02 -4.425561585e-02 4.395071126e-02
1.369446585e-02 2.527471323e-02 3.453009666e-02 4.114465624e-02 -4.433219348e-02 4.379988350e-02
1.383514506e-02 2.551153939e-02 3.479546464e-02 4.135625951e-02 -4.439771927e-02 4.363339173e-02
1.397562076e-02 2.574728362e-02 3.505764028e-02 4.156121878e-02 -4.445217757e-02 4.345129617e-02
1.411589110e-02 2.598193633e-02 3.531660006e-02 4.175950179e-02 -4.449555551e-02 4.325366263e-02
1.425595425e-02 2.621548800e-02 3.557232080e-02 4.195107736e-02 -4.452784300e-02 4.304056248e-02
1.439580838e-02 2.644792914e-02 3.582477961e-02 4.213591537e-02 -4.454903269e-02 4.281207260e-02
1.453545167e-02 2.667925032e-02 3.607395391e-02 4.231398681e-02 -4.455912001e-02 4.256827536e-02
1.467488230e-02 2.690944217e-02 3.631982142e-02 4.248526375e-02 -4.455810315e-02 4.230925862e-02
1.481409846e-02 2.713849538e-02 3.656236019e-02 4.264971938e-02 -4.454598307e-02 4.203511565e-02
1.495309837e-02 2.736640069e-02 3.680154857e-02 4.280732797e-02 -4.452276352e-02 4.174594514e-02
1.509188022e-02 2.759314890e-02 3.703736524e-02 4.295806489e-02 -4.448845098e-02 4.144185113e-02
1.523044224e-02 2.781873086e-02 3.726978918e-02 4.310190665e-02 -4.444305472e-02 4.112294300e-02
1.536878265e-02 2.804313748e-02 3.749879969e-02 4.323883084e-02 -4.438658675e-02 4.078933540e-02
1.550689969e-02 2.826635973e-02 3.772437641e-02 4.336881618e-02 -4.431906187e-02 4.044114824e-02
1.564479159e-02 2.848838865e-02 3.794649929e-02 4.349184252e-02 -4.424049761e-02 4.007850663e-02
1.578245662e-02 2.870921531e-02 3.816514861e-02 4.360789081e-02 -4.415091424e-02 3.970154082e-02
1.591989302e-02 2.892883086e-02 3.838030496e-02 4.371694315e-02 -4.405033480e-02 3.931038619e-02
1.605709907e-02 2.914722651e-02 3.859194928e-02 4.381898273e-02 -4.393878505e-02 3.890518317e-02
1.619407305e-02 2.936439353e-02 3.880006283e-02 4.391399392e-02 -4.381629349e-02 3.848607720e-02
1.633081322e-02 2.958032322e-02 3.900462720e-02 4.400196217e-02 -4.368289133e-02 3.805321867e-02
1.646731790e-02 2.979500699e-02 3.920562431e-02 4.408287411e-02 -4.353861250e-02 3.760676289e-02
1.660358537e-02 3.000843627e-02 3.940303643e-02 4.415671748e-02 -4.338349364e-02 3.714686999e-02
1.673961395e-02 3.022060257e-02 3.959684614e-02 4.422348117e-02 -4.321757408e-02 3.667370492e-02
1.687540196e-02 3.043149746e-02 3.978703638e-02 4.428315518e-02 -4.304089584e-02 3.618743732e-02
1.701094772e-02 3.064111256e-02 3.997359042e-02 4.433573070e-02 -4.285350362e-02 3.568824152e-02
1.714624957e-02 3.084943957e-02 4.015649188e-02 4.438120002e-02 -4.265544476e-02 3.517629647e-02
1.728130585e-02 3.105647024e-02 4.033572470e-02 4.441955659e-02 -4.244676927e-02 3.465178562e-02
1.741611492e-02 3.126219639e-02 4.051127317e-02 4.445079500e-02 -4.222752980e-02 3.411489691e-02
1.755067513e-02 3.146660990e-02 4.068312195e-02 4.447491099e-02 -4.199778161e-02 3.356582271e-02
1.768498486e-02 3.166970270e-02 4.085125602e-02 4.449190144e-02 -4.175758258e-02 3.300475969e-02
1.781904249e-02 3.187146681e-02 4.101566070e-02 4.450176436e-02 -4.150699318e-02 3.243190880e-02
1.795284640e-02 3.207189430e-02 4.117632168e-02 4.450449893e-02 -4.124607646e-02 3.184747519e-02
