1.511599626e-04 2.906278757e-04 4.276870508e-04 -5.673429741e-04 -7.068744699e-04 8.460032036e-04
3.023172600e-04 5.812425782e-04 8.553336276e-04 -1.134593209e-03 -1.413570829e-03 1.691701679e-03
4.534692222e-04 8.718309247e-04 1.282899245e-03 -1.701657961e-03 -2.119910988e-03 2.536790777e-03
6.046131765e-04 1.162379730e-03 1.710343420e-03 -2.268444509e-03 -2.825716934e-03 3.380966057e-03
7.557464500e-04 1.452875807e-03 2.137625677e-03 -2.834860172e-03 -3.530810788e-03 4.223923402e-03
9.068663694e-04 1.743305974e-03 2.564705556e-03 -3.400812333e-03 -4.235014849e-03 5.065359133e-03
1.057970263e-03 2.033657051e-03 2.991542620e-03 -3.966208449e-03 -4.938151641e-03 5.904970123e-03
1.209055459e-03 2.323915863e-03 3.418096454e-03 -4.530956074e-03 -5.640043964e-03 6.742453908e-03
1.360119288e-03 2.614069245e-03 3.844326676e-03 -5.094962871e-03 -6.340514936e-03 7.577508796e-03
1.511159084e-03 2.904104036e-03 4.270192939e-03 -5.658136634e-03 -7.039388043e-03 8.409833981e-03
1.662172181e-03 3.194007086e-03 4.695654936e-03 -6.220385297e-03 -7.736487182e-03 9.239129652e-03
1.813155917e-03 3.483765258e-03 5.120672404e-03 -6.781616956e-03 -8.431636707e-03 1.006509710e-02
1.964107634e-03 3.773365421e-03 5.545205131e-03 -7.341739881e-03 -9.124661475e-03 1.088743883e-02
2.115024675e-03 4.062794460e-03 5.969212957e-03 -7.900662536e-03 -9.815386893e-03 1.170585867e-02
2.265904389e-03 4.352039274e-03 6.392655780e-03 -8.458293588e-03 -1.050363896e-02 1.252006187e-02
2.416744126e-03 4.641086772e-03 6.815493561e-03 -9.014541930e-03 -1.118924431e-02 1.332975522e-02
2.567541242e-03 4.929923884e-03 7.237686325e-03 -9.569316692e-03 -1.187203025e-02 1.413464716e-02
2.718293097e-03 5.218537552e-03 7.659194172e-03 -1.012252726e-02 -1.255182485e-02 1.493444787e-02
2.868997055e-03 5.506914736e-03 8.079977274e-03 -1.067408328e-02 -1.322845690e-02 1.572886937e-02
3.019650485e-03 5.795042414e-03 8.499995882e-03 -1.122389470e-02 -1.390175604e-02 1.651762567e-02
3.170250761e-03 6.082907585e-03 8.919210332e-03 -1.177187175e-02 -1.457155275e-02 1.730043281e-02
3.320795261e-03 6.370497266e-03 9.337581048e-03 -1.231792498e-02 -1.523767843e-02 1.807700902e-02
3.471281369e-03 6.657798494e-03 9.755068545e-03 -1.286196528e-02 -1.589996539e-02 1.884707478e-02
3.621706475e-03 6.944798328e-03 1.017163343e-02 -1.340390387e-02 -1.655824697e-02 1.961035295e-02
3.772067975e-03 7.231483852e-03 1.058723642e-02 -1.394365235e-02 -1.721235751e-02 2.036656884e-02
3.922363269e-03 7.517842171e-03 1.100183834e-02 -1.448112267e-02 -1.786213243e-02 2.111545036e-02
4.072589765e-03 7.803860414e-03 1.141540009e-02 -1.501622719e-02 -1.850740827e-02 2.185672805e-02
