4.509841711267728918e-09 6.392674540718689012e-06 6.388289377934164051e-06 7.081343895116208458e-14 2.182408861225297649e-12 4.674025771673240541e-13
1.803109722396498639e-08 2.555853941916670806e-05 2.554100674169259736e-05 2.832090820307890650e-13 8.728258637467552781e-12 1.869347230792597115e-12
4.053897953476051988e-08 5.746115105214387404e-05 5.742173240621131303e-05 6.370529651276249331e-13 1.963342067270246278e-11 4.205044977693755738e-12
7.199224093800171569e-08 1.020398662645315461e-04 1.019698629641720443e-04 1.132121966876316513e-12 3.489101855702196537e-11 7.473181547181048399e-12
1.123332599164359854e-07 1.592099736409120618e-04 1.591007425581298306e-04 1.768103997984596041e-12 5.449143397329961600e-11 1.167191829060019663e-11
1.614881580917929743e-07 2.288628706638380964e-04 2.287058399049406274e-04 2.544598247232090982e-12 7.842231426175385091e-11 1.679889339075005973e-11
2.193669469702259725e-07 3.108662862689536661e-04 3.106529707204041440e-04 3.461115482925848650e-12 1.066685817250578570e-10 2.285122336269178510e-11
2.858637042035018192e-07 4.050645483332754424e-04 4.047865649530386391e-04 4.517078410520048557e-12 1.392124446401007071e-10 2.982550484884226063e-11
3.608567788530183222e-07 5.112788954432350699e-04 5.109279786226450472e-04 5.711822084430647164e-12 1.760334099766044138e-10 3.771781671049658900e-11
4.442090255304002679e-07 6.293078325538105713e-04 6.288758488224519818e-04 7.044594379579204094e-12 2.171082978853397909e-10 4.652372239610245558e-11
5.357680666792722601e-07 7.589275294300328609e-04 7.584064923048095376e-04 8.514556510483103877e-12 2.624112576942642915e-10 5.623827262505220764e-11
6.353665825831713780e-07 8.998922614314130942e-04 8.992743458505636110e-04 1.012078361010681067e-11 3.119137858578414249e-10 6.685600832575595042e-11
7.428226286267614281e-07 1.051934891438450863e-03 1.051212447825376544e-03 1.186226536164916421e-11 3.655847452481410377e-10 7.837096389637781542e-11
8.579399789719818919e-07 1.214767392366363202e-03 1.213932960312506847e-03 1.373790668523860259e-11 4.233903864722641668e-10 9.077667070826458402e-11
9.805084962287718269e-07 1.388081408322664519e-03 1.387127730294302830e-03 1.574652847223592497e-11 4.852943703845365318e-10 1.040661609316459651e-10
1.110304526141574453e-06 1.571548854781639653e-03 1.570468888912271042e-03 1.788686837956227748e-11 5.512577926753686554e-10 1.182319716169281503e-10
